#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
17935                -          input_alignment      -            3.7e-63  213.8   0.0   5.3e-63  213.3   0.0   1.1   1   0   0   1   1   1   1 -
15960                -          input_alignment      -            9.1e-63  212.5   0.0   1.1e-62  212.2   0.0   1.1   1   0   0   1   1   1   1 -
2660                 -          input_alignment      -            1.2e-62  212.2   0.0   1.4e-62  211.9   0.0   1.0   1   0   0   1   1   1   1 -
2661                 -          input_alignment      -            1.2e-62  212.2   0.0   1.4e-62  211.9   0.0   1.0   1   0   0   1   1   1   1 -
79818                -          input_alignment      -            1.5e-62  211.9   0.0   1.8e-62  211.6   0.0   1.1   1   0   0   1   1   1   1 -
1774                 -          input_alignment      -            1.9e-62  211.4   0.0   2.7e-62  211.0   0.0   1.2   1   0   0   1   1   1   1 -
17784                -          input_alignment      -            3.2e-62  210.7   0.0   3.7e-62  210.5   0.0   1.0   1   0   0   1   1   1   1 -
5864                 -          input_alignment      -            3.2e-62  210.7   0.0   6.4e-62  209.7   0.0   1.4   1   1   0   1   1   1   1 -
3742                 -          input_alignment      -            7.2e-62  209.6   0.0   9.3e-62  209.2   0.0   1.1   1   0   0   1   1   1   1 -
78835                -          input_alignment      -            7.7e-62  209.5   3.4   5.8e-61  206.6   3.4   1.9   1   1   0   1   1   1   1 -
10900                -          input_alignment      -            9.2e-62  209.2   0.0   1.3e-61  208.7   0.0   1.1   1   0   0   1   1   1   1 -
3195                 -          input_alignment      -            9.3e-62  209.2   0.0   1.2e-61  208.9   0.0   1.1   1   0   0   1   1   1   1 -
8128                 -          input_alignment      -              1e-61  209.0  24.1   1.1e-34  119.5   7.1   2.2   1   1   1   2   2   2   2 -
13474                -          input_alignment      -            1.2e-61  208.8   0.0   1.4e-61  208.6   0.0   1.0   1   0   0   1   1   1   1 -
9197                 -          input_alignment      -            1.9e-61  208.2   0.0   2.1e-61  208.0   0.0   1.0   1   0   0   1   1   1   1 -
17801                -          input_alignment      -            2.7e-61  207.6   0.0   3.6e-61  207.3   0.0   1.0   1   0   0   1   1   1   1 -
15459                -          input_alignment      -            2.9e-61  207.5   0.0   3.8e-61  207.2   0.0   1.1   1   0   0   1   1   1   1 -
462                  -          input_alignment      -            3.1e-61  207.5   9.7   2.2e-41  141.7   0.2   2.2   1   1   1   2   2   2   2 -
8996                 -          input_alignment      -            9.3e-61  205.9   0.3   1.2e-60  205.5   0.3   1.1   1   0   0   1   1   1   1 -
4334                 -          input_alignment      -            1.6e-60  205.1   0.0   2.4e-60  204.5   0.0   1.1   1   0   0   1   1   1   1 -
4335                 -          input_alignment      -              3e-60  204.2   0.0   5.1e-60  203.4   0.0   1.2   1   0   0   1   1   1   1 -
2528                 -          input_alignment      -            7.2e-60  202.9   0.1   1.7e-43  148.8   0.0   2.1   2   0   0   2   2   2   2 -
2530                 -          input_alignment      -            7.2e-60  202.9   0.1   1.7e-43  148.8   0.0   2.1   2   0   0   2   2   2   2 -
2529                 -          input_alignment      -            1.1e-59  202.3   0.0   1.6e-43  148.8   0.0   2.1   1   1   1   2   2   2   2 -
78542                -          input_alignment      -            2.4e-59  201.2  15.4   3.1e-59  200.8  15.4   1.2   1   0   0   1   1   1   1 -
14596                -          input_alignment      -            2.4e-59  201.2   0.0   3.8e-59  200.6   0.0   1.2   1   0   0   1   1   1   1 -
4059                 -          input_alignment      -            3.1e-59  200.9   0.0     4e-59  200.5   0.0   1.0   1   0   0   1   1   1   1 -
10735                -          input_alignment      -            6.6e-59  199.8   0.0   8.7e-59  199.4   0.0   1.0   1   0   0   1   1   1   1 -
10736                -          input_alignment      -            6.6e-59  199.7   0.0   8.8e-59  199.3   0.0   1.0   1   0   0   1   1   1   1 -
83402                -          input_alignment      -            9.5e-59  199.2   0.0   4.8e-40  137.3   0.0   2.1   2   0   0   2   2   2   2 -
80353                -          input_alignment      -            4.6e-58  197.0   0.0   5.9e-58  196.6   0.0   1.0   1   0   0   1   1   1   1 -
80578                -          input_alignment      -            8.3e-58  196.1   0.0   1.1e-57  195.7   0.0   1.1   1   0   0   1   1   1   1 -
80124                -          input_alignment      -            9.3e-58  196.0  20.6   6.7e-54  183.2  12.7   2.0   1   1   1   2   2   2   2 -
1371                 -          input_alignment      -            1.2e-57  195.6  19.7   1.1e-53  182.5  16.8   2.0   1   1   1   2   2   2   2 -
9001                 -          input_alignment      -            5.7e-57  193.3   0.0   6.2e-57  193.2   0.0   1.0   1   0   0   1   1   1   1 -
2984                 -          input_alignment      -            5.9e-57  193.3   0.0   7.1e-57  193.0   0.0   1.1   1   0   0   1   1   1   1 -
14595                -          input_alignment      -            1.5e-56  192.0   0.0   2.2e-56  191.4   0.0   1.2   1   0   0   1   1   1   1 -
7184                 -          input_alignment      -            1.5e-56  191.9   0.0   2.1e-56  191.4   0.0   1.1   1   0   0   1   1   1   1 -
79561                -          input_alignment      -            2.7e-56  191.1   0.1   3.6e-56  190.7   0.1   1.1   1   0   0   1   1   1   1 -
267                  -          input_alignment      -            4.3e-56  190.4   0.0   6.7e-56  189.8   0.0   1.2   1   0   0   1   1   1   1 -
6766                 -          input_alignment      -            5.3e-56  190.1   9.1   5.5e-37  127.2   3.0   2.0   1   1   1   2   2   2   2 -
270                  -          input_alignment      -            5.5e-56  190.1   0.0   8.4e-56  189.5   0.0   1.2   1   0   0   1   1   1   1 -
79867                -          input_alignment      -            5.7e-56  190.0   0.0   6.7e-56  189.8   0.0   1.0   1   0   0   1   1   1   1 -
75328                -          input_alignment      -            7.1e-56  189.7   0.1   7.8e-56  189.6   0.1   1.0   1   0   0   1   1   1   1 -
862                  -          input_alignment      -              1e-55  189.2   0.0   1.4e-55  188.7   0.0   1.1   1   0   0   1   1   1   1 -
7941                 -          input_alignment      -            2.5e-55  187.9   8.9   3.6e-38  131.1   3.9   2.0   1   1   1   2   2   2   2 -
75753                -          input_alignment      -            2.6e-55  187.8   0.2   2.9e-55  187.7   0.2   1.0   1   0   0   1   1   1   1 -
15141                -          input_alignment      -            4.2e-55  187.2   0.0   5.6e-55  186.7   0.0   1.1   1   0   0   1   1   1   1 -
1563                 -          input_alignment      -            5.7e-55  186.7   0.2   7.4e-55  186.3   0.2   1.1   1   0   0   1   1   1   1 -
15727                -          input_alignment      -            5.8e-55  186.7  12.5   6.9e-53  179.8  12.5   2.4   1   1   0   1   1   1   1 -
6151                 -          input_alignment      -            8.8e-55  186.1   0.0   1.1e-54  185.8   0.0   1.1   1   0   0   1   1   1   1 -
3076                 -          input_alignment      -            1.5e-54  185.3   0.0   1.7e-54  185.2   0.0   1.0   1   0   0   1   1   1   1 -
2871                 -          input_alignment      -            7.4e-54  183.0  12.6   1.8e-28   99.0   1.4   2.0   1   1   1   2   2   2   2 -
13550                -          input_alignment      -            8.5e-54  182.8   0.0   9.7e-54  182.7   0.0   1.0   1   0   0   1   1   1   1 -
1368                 -          input_alignment      -              9e-54  182.8  18.0   3.2e-49  167.7  16.1   2.0   1   1   1   2   2   2   2 -
75794                -          input_alignment      -            1.9e-53  181.7  30.8   3.9e-31  107.8  10.6   1.8   1   1   1   2   2   2   2 -
13027                -          input_alignment      -            2.5e-53  181.3   0.0   2.9e-53  181.1   0.0   1.0   1   0   0   1   1   1   1 -
6205                 -          input_alignment      -            3.4e-53  180.8   0.2   4.1e-53  180.6   0.2   1.1   1   0   0   1   1   1   1 -
74135                -          input_alignment      -            4.8e-53  180.4   0.1   5.2e-53  180.2   0.1   1.0   1   0   0   1   1   1   1 -
16899                -          input_alignment      -            5.6e-53  180.1   0.0   8.1e-53  179.6   0.0   1.1   1   0   0   1   1   1   1 -
13801                -          input_alignment      -            6.1e-53  180.0   0.0     9e-53  179.4   0.0   1.2   1   0   0   1   1   1   1 -
11060                -          input_alignment      -            6.4e-53  179.9   0.0   7.6e-53  179.7   0.0   1.0   1   0   0   1   1   1   1 -
78114                -          input_alignment      -            7.8e-53  179.7   0.0   9.6e-53  179.3   0.0   1.0   1   0   0   1   1   1   1 -
1370                 -          input_alignment      -            9.2e-53  179.4  17.4   4.9e-48  163.8  15.6   2.0   1   1   1   2   2   2   2 -
75982                -          input_alignment      -            9.6e-53  179.3   0.0     1e-52  179.3   0.0   1.0   1   0   0   1   1   1   1 -
82314                -          input_alignment      -            9.8e-53  179.3   0.0   1.4e-52  178.8   0.0   1.1   1   0   0   1   1   1   1 -
78402                -          input_alignment      -              1e-52  179.3   0.0   1.2e-52  179.0   0.0   1.1   1   0   0   1   1   1   1 -
81767                -          input_alignment      -            4.4e-52  177.2   2.8   2.1e-47  161.7   1.3   2.0   1   1   1   2   2   2   2 -
77834                -          input_alignment      -            1.6e-51  175.3   0.0   2.2e-51  174.9   0.0   1.1   1   0   0   1   1   1   1 -
6169                 -          input_alignment      -              3e-51  174.4   0.1   3.3e-51  174.3   0.1   1.0   1   0   0   1   1   1   1 -
8169                 -          input_alignment      -            4.3e-51  173.9   0.0   4.7e-51  173.8   0.0   1.0   1   0   0   1   1   1   1 -
2441                 -          input_alignment      -            4.5e-51  173.8   0.0   8.1e-51  173.0   0.0   1.3   1   1   0   1   1   1   1 -
83007                -          input_alignment      -              6e-51  173.4   0.0     8e-51  173.0   0.0   1.0   1   0   0   1   1   1   1 -
2741                 -          input_alignment      -            9.7e-51  172.7   0.0   1.1e-50  172.5   0.0   1.0   1   0   0   1   1   1   1 -
11819                -          input_alignment      -            2.2e-50  171.5   0.0     3e-50  171.1   0.0   1.1   1   0   0   1   1   1   1 -
76571                -          input_alignment      -            5.8e-50  170.1   7.6   1.3e-48  165.7   7.6   2.0   1   1   0   1   1   1   1 -
11904                -          input_alignment      -            1.2e-49  169.1   0.0   1.7e-49  168.6   0.0   1.1   1   0   0   1   1   1   1 -
6899                 -          input_alignment      -            1.5e-49  168.8   0.0   1.7e-49  168.6   0.0   1.0   1   0   0   1   1   1   1 -
6604                 -          input_alignment      -            1.6e-49  168.7   7.3   3.7e-34  117.8   0.5   2.0   1   1   1   2   2   2   2 -
83305                -          input_alignment      -            2.2e-49  168.2   0.0     3e-49  167.8   0.0   1.0   1   0   0   1   1   1   1 -
77543                -          input_alignment      -            4.3e-49  167.3   0.1   4.7e-49  167.1   0.1   1.0   1   0   0   1   1   1   1 -
83004                -          input_alignment      -            1.3e-48  165.7   0.0   1.5e-48  165.5   0.0   1.0   1   0   0   1   1   1   1 -
79411                -          input_alignment      -            1.6e-48  165.4   0.1   1.7e-48  165.3   0.1   1.0   1   0   0   1   1   1   1 -
68973                -          input_alignment      -            4.4e-48  163.9   0.2   4.9e-48  163.8   0.2   1.0   1   0   0   1   1   1   1 -
75991                -          input_alignment      -            4.6e-48  163.8  14.1   5.2e-48  163.7  14.1   1.0   1   0   0   1   1   1   1 -
15368                -          input_alignment      -            5.6e-48  163.6   0.0   7.8e-48  163.1   0.0   1.1   1   0   0   1   1   1   1 -
464                  -          input_alignment      -            8.3e-48  163.0   0.0   1.1e-47  162.6   0.0   1.2   1   0   0   1   1   1   1 -
77509                -          input_alignment      -              1e-47  162.7  10.1   1.2e-47  162.5  10.1   1.1   1   0   0   1   1   1   1 -
75205                -          input_alignment      -            1.1e-47  162.7   4.1   1.2e-47  162.5   4.1   1.0   1   0   0   1   1   1   1 -
81595                -          input_alignment      -            1.2e-47  162.5   0.0   1.5e-47  162.2   0.0   1.0   1   0   0   1   1   1   1 -
701                  -          input_alignment      -              2e-47  161.7   0.0   2.4e-47  161.5   0.0   1.0   1   0   0   1   1   1   1 -
7846                 -          input_alignment      -            2.9e-47  161.2  19.1   3.4e-47  161.0  19.1   1.1   1   0   0   1   1   1   1 -
78547                -          input_alignment      -            2.9e-47  161.2   0.1   3.1e-47  161.1   0.1   1.0   1   0   0   1   1   1   1 -
3844                 -          input_alignment      -            3.7e-47  160.9   0.0   4.5e-47  160.6   0.0   1.0   1   0   0   1   1   1   1 -
78329                -          input_alignment      -            3.9e-47  160.8  25.2   1.2e-31  109.5  11.4   2.0   1   1   1   2   2   2   2 -
380                  -          input_alignment      -            5.2e-47  160.4  18.0   2.9e-25   88.4   4.7   2.0   1   1   1   2   2   2   2 -
12579                -          input_alignment      -            5.8e-47  160.2   0.0     1e-46  159.4   0.0   1.4   1   1   0   1   1   1   1 -
3846                 -          input_alignment      -            6.2e-47  160.1   0.0   7.4e-47  159.9   0.0   1.0   1   0   0   1   1   1   1 -
692                  -          input_alignment      -            9.3e-47  159.5   0.0     1e-46  159.4   0.0   1.0   1   0   0   1   1   1   1 -
1003                 -          input_alignment      -            1.1e-46  159.3   0.0   1.3e-46  159.0   0.0   1.0   1   0   0   1   1   1   1 -
16241                -          input_alignment      -            1.4e-46  159.0   0.0     2e-46  158.4   0.0   1.1   1   0   0   1   1   1   1 -
12968                -          input_alignment      -            2.8e-46  158.0   0.1     3e-46  157.9   0.1   1.0   1   0   0   1   1   1   1 -
3318                 -          input_alignment      -              3e-46  157.9   0.0   4.1e-46  157.4   0.0   1.1   1   0   0   1   1   1   1 -
81950                -          input_alignment      -            3.5e-46  157.6  12.7   1.2e-45  155.9  12.7   2.3   1   1   0   1   1   1   1 -
4192                 -          input_alignment      -            8.5e-46  156.4   0.0   9.4e-46  156.2   0.0   1.0   1   0   0   1   1   1   1 -
15138                -          input_alignment      -              1e-45  156.1   0.0   1.2e-45  155.9   0.0   1.0   1   0   0   1   1   1   1 -
15031                -          input_alignment      -            2.1e-45  155.1   0.1   2.5e-45  154.8   0.1   1.1   1   0   0   1   1   1   1 -
690                  -          input_alignment      -            2.2e-45  155.0   0.0   2.6e-45  154.8   0.0   1.0   1   0   0   1   1   1   1 -
13781                -          input_alignment      -            2.9e-45  154.6   8.7   1.3e-39  135.9   7.2   2.4   1   1   1   2   2   2   2 -
83456                -          input_alignment      -            4.5e-45  154.0   0.0     6e-45  153.5   0.0   1.0   1   0   0   1   1   1   1 -
465                  -          input_alignment      -              8e-45  153.1   8.5   2.2e-25   88.8   0.4   2.0   1   1   1   2   2   2   2 -
974                  -          input_alignment      -            1.7e-44  152.0   0.0   2.2e-44  151.7   0.0   1.1   1   0   0   1   1   1   1 -
1452                 -          input_alignment      -            1.7e-44  152.0   0.4   2.1e-44  151.7   0.4   1.1   1   0   0   1   1   1   1 -
14189                -          input_alignment      -            2.9e-44  151.3  29.4   1.5e-18   66.2   9.0   3.9   1   1   2   3   3   3   3 -
2241                 -          input_alignment      -            4.1e-44  150.8   0.0   5.7e-44  150.3   0.0   1.1   1   0   0   1   1   1   1 -
2317                 -          input_alignment      -            4.4e-44  150.7  12.1   8.2e-29  100.1   4.4   2.0   1   1   1   2   2   2   2 -
7667                 -          input_alignment      -            4.6e-44  150.6  16.0   1.1e-22   79.9   1.5   2.3   1   1   0   2   2   2   2 -
2240                 -          input_alignment      -            1.9e-43  148.6   0.0   2.7e-43  148.1   0.0   1.2   1   0   0   1   1   1   1 -
2781                 -          input_alignment      -            2.8e-43  148.0  16.6   3.4e-43  147.8  16.6   1.0   1   0   0   1   1   1   1 -
80051                -          input_alignment      -            3.2e-43  147.8   0.0   3.5e-43  147.7   0.0   1.0   1   0   0   1   1   1   1 -
3516                 -          input_alignment      -            3.4e-43  147.7  10.1   3.9e-43  147.5  10.1   1.0   1   0   0   1   1   1   1 -
2242                 -          input_alignment      -            3.6e-43  147.7   0.0   4.9e-43  147.2   0.0   1.1   1   0   0   1   1   1   1 -
3147                 -          input_alignment      -            4.8e-43  147.3   9.7   4.2e-41  140.8   6.1   2.0   1   1   1   2   2   2   1 -
11349                -          input_alignment      -            1.5e-42  145.6  11.6   4.2e-31  107.7   5.2   2.0   1   1   1   2   2   2   2 -
77776                -          input_alignment      -            2.7e-42  144.8   0.0   3.2e-42  144.5   0.0   1.0   1   0   0   1   1   1   1 -
15443                -          input_alignment      -            3.6e-42  144.4   9.3   5.4e-25   87.5   1.2   3.0   1   1   2   3   3   3   3 -
7940                 -          input_alignment      -            5.5e-42  143.7   8.5   6.9e-42  143.4   8.5   1.2   1   0   0   1   1   1   1 -
10510                -          input_alignment      -            8.4e-42  143.1   0.0     1e-41  142.8   0.0   1.0   1   0   0   1   1   1   1 -
14027                -          input_alignment      -            1.1e-41  142.8   0.0   1.2e-41  142.6   0.0   1.0   1   0   0   1   1   1   1 -
2239                 -          input_alignment      -            1.2e-41  142.7   0.0   1.6e-41  142.2   0.0   1.2   1   0   0   1   1   1   1 -
79926                -          input_alignment      -            1.4e-41  142.4   0.0   1.7e-41  142.1   0.0   1.1   1   0   0   1   1   1   1 -
76993                -          input_alignment      -            1.4e-41  142.3   8.7   1.4e-28   99.3   2.3   2.0   1   1   1   2   2   2   2 -
81706                -          input_alignment      -            1.7e-41  142.1   1.9   2.3e-41  141.7   1.9   1.1   1   0   0   1   1   1   1 -
7327                 -          input_alignment      -            2.3e-41  141.7   0.1   2.6e-41  141.5   0.1   1.0   1   0   0   1   1   1   1 -
3077                 -          input_alignment      -            2.4e-41  141.6   0.0   2.8e-41  141.4   0.0   1.0   1   0   0   1   1   1   1 -
459                  -          input_alignment      -            2.6e-41  141.5   0.0     3e-41  141.3   0.0   1.0   1   0   0   1   1   1   1 -
460                  -          input_alignment      -            2.6e-41  141.5   0.0     3e-41  141.3   0.0   1.0   1   0   0   1   1   1   1 -
461                  -          input_alignment      -            2.6e-41  141.5   0.0     3e-41  141.3   0.0   1.0   1   0   0   1   1   1   1 -
83579                -          input_alignment      -            4.7e-41  140.7   2.3   8.6e-41  139.8   2.3   1.3   1   1   0   1   1   1   1 -
78009                -          input_alignment      -            6.6e-41  140.2   7.0   2.6e-40  138.2   7.0   1.7   1   1   0   1   1   1   1 -
77107                -          input_alignment      -            9.7e-41  139.6   1.0   1.1e-40  139.5   1.0   1.0   1   0   0   1   1   1   1 -
79530                -          input_alignment      -            1.7e-40  138.8   3.2     1e-25   89.9   0.7   2.0   1   1   1   2   2   2   2 -
8357                 -          input_alignment      -            1.8e-40  138.7   0.0   2.3e-40  138.4   0.0   1.0   1   0   0   1   1   1   1 -
3079                 -          input_alignment      -            9.7e-40  136.3   0.0   1.1e-39  136.2   0.0   1.0   1   0   0   1   1   1   1 -
379                  -          input_alignment      -              1e-39  136.3   5.1   1.3e-39  135.9   5.1   1.2   1   0   0   1   1   1   1 -
1862                 -          input_alignment      -            1.2e-39  136.1   0.0   1.5e-39  135.7   0.0   1.1   1   0   0   1   1   1   1 -
1863                 -          input_alignment      -            1.2e-39  136.1   0.0   1.5e-39  135.7   0.0   1.1   1   0   0   1   1   1   1 -
82278                -          input_alignment      -            5.7e-39  133.8   0.0   7.5e-39  133.4   0.0   1.0   1   0   0   1   1   1   1 -
79378                -          input_alignment      -            1.5e-38  132.4   7.9   4.3e-24   84.5   2.3   2.0   1   1   1   2   2   2   2 -
78202                -          input_alignment      -            2.2e-38  131.8   8.0   2.7e-38  131.5   8.0   1.0   1   0   0   1   1   1   1 -
1367                 -          input_alignment      -            2.3e-38  131.8   0.1   1.1e-36  126.2   0.1   2.0   1   1   0   1   1   1   1 -
74282                -          input_alignment      -            3.3e-38  131.2   0.0   3.6e-38  131.1   0.0   1.0   1   0   0   1   1   1   1 -
17451                -          input_alignment      -            4.2e-38  130.9   0.0   5.5e-38  130.5   0.0   1.1   1   0   0   1   1   1   1 -
693                  -          input_alignment      -            4.9e-38  130.7   0.1   1.2e-21   76.4   0.0   2.1   1   1   1   2   2   2   2 -
75401                -          input_alignment      -            5.4e-38  130.5   5.1   6.4e-38  130.3   5.1   1.1   1   0   0   1   1   1   1 -
378                  -          input_alignment      -              6e-38  130.4  10.1   7.8e-38  130.0  10.1   1.2   1   0   0   1   1   1   1 -
8863                 -          input_alignment      -            8.6e-38  129.9   0.3   1.3e-36  125.9   0.3   2.2   1   1   0   1   1   1   1 -
6765                 -          input_alignment      -            1.1e-37  129.6   8.9   5.8e-37  127.1   8.9   1.8   1   1   0   1   1   1   1 -
74029                -          input_alignment      -            1.9e-37  128.7   0.4   2.3e-37  128.4   0.4   1.1   1   0   0   1   1   1   1 -
17422                -          input_alignment      -              2e-37  128.6   3.0   8.2e-37  126.6   3.1   1.7   1   1   0   1   1   1   1 -
8100                 -          input_alignment      -            2.4e-37  128.4   0.0   3.6e-37  127.8   0.0   1.3   1   1   0   1   1   1   1 -
8508                 -          input_alignment      -            2.4e-37  128.4   0.0   3.1e-37  128.0   0.0   1.1   1   0   0   1   1   1   1 -
15404                -          input_alignment      -            4.2e-37  127.6   0.1   5.3e-37  127.2   0.1   1.0   1   0   0   1   1   1   1 -
6541                 -          input_alignment      -            6.7e-37  126.9   0.4   8.2e-37  126.6   0.4   1.0   1   0   0   1   1   1   1 -
463                  -          input_alignment      -            1.3e-36  125.9   0.5   1.1e-18   66.6   0.1   2.1   1   1   1   2   2   2   2 -
81559                -          input_alignment      -            1.4e-36  125.8   0.0   2.1e-36  125.3   0.0   1.1   1   0   0   1   1   1   1 -
10242                -          input_alignment      -            1.9e-36  125.4   0.8   4.3e-36  124.2   0.8   1.5   1   1   0   1   1   1   1 -
83066                -          input_alignment      -            2.7e-36  124.9   0.0   3.8e-36  124.4   0.0   1.3   1   1   0   1   1   1   1 -
77520                -          input_alignment      -            3.9e-36  124.4   0.0   4.5e-36  124.2   0.0   1.1   1   0   0   1   1   1   1 -
12043                -          input_alignment      -            5.5e-36  123.9   0.1   6.6e-36  123.6   0.1   1.0   1   0   0   1   1   1   1 -
80203                -          input_alignment      -            9.2e-36  123.1   0.0   1.1e-35  122.9   0.0   1.0   1   0   0   1   1   1   1 -
77559                -          input_alignment      -              1e-35  123.0   0.0   1.2e-35  122.8   0.0   1.0   1   0   0   1   1   1   1 -
12503                -          input_alignment      -            1.1e-35  122.9   0.0   1.4e-35  122.5   0.0   1.1   1   0   0   1   1   1   1 -
77222                -          input_alignment      -            1.6e-35  122.3   5.5     5e-32  110.8   2.3   2.8   1   1   1   2   2   2   2 -
73897                -          input_alignment      -              2e-35  122.0   4.2   2.2e-35  121.9   4.2   1.0   1   0   0   1   1   1   1 -
82665                -          input_alignment      -            3.5e-35  121.2   0.0   5.4e-35  120.6   0.0   1.3   1   0   0   1   1   1   1 -
5632                 -          input_alignment      -            4.9e-35  120.7  15.5   3.6e-16   58.3   0.1   3.8   1   1   3   4   4   4   3 -
13925                -          input_alignment      -            5.3e-35  120.6   0.0   5.8e-35  120.5   0.0   1.0   1   0   0   1   1   1   1 -
11092                -          input_alignment      -            5.7e-35  120.5   0.0     7e-35  120.2   0.0   1.2   1   0   0   1   1   1   1 -
7080                 -          input_alignment      -            1.3e-34  119.3   0.0   1.5e-34  119.1   0.0   1.0   1   0   0   1   1   1   1 -
10394                -          input_alignment      -            1.5e-34  119.2   0.1   3.6e-34  117.9   0.1   1.5   1   1   0   1   1   1   1 -
11964                -          input_alignment      -            1.5e-34  119.1   0.0   1.7e-34  118.9   0.0   1.0   1   0   0   1   1   1   1 -
17860                -          input_alignment      -            1.6e-34  119.1  14.4   4.5e-31  107.6   7.7   1.8   1   1   1   2   2   2   2 -
70938                -          input_alignment      -            4.3e-34  117.6   0.0   5.1e-34  117.4   0.0   1.0   1   0   0   1   1   1   1 -
75231                -          input_alignment      -            4.7e-34  117.5   0.0   5.2e-34  117.4   0.0   1.0   1   0   0   1   1   1   1 -
75038                -          input_alignment      -            5.3e-34  117.3   3.8   8.7e-34  116.6   3.8   1.3   1   0   0   1   1   1   1 -
5345                 -          input_alignment      -              6e-34  117.1   0.0   9.7e-34  116.4   0.0   1.2   1   0   0   1   1   1   1 -
10395                -          input_alignment      -            7.1e-34  116.9   0.0   9.4e-34  116.5   0.0   1.1   1   0   0   1   1   1   1 -
17215                -          input_alignment      -            7.8e-34  116.8   0.0   1.2e-33  116.2   0.0   1.1   1   0   0   1   1   1   1 -
81463                -          input_alignment      -            8.4e-34  116.6   0.1   4.2e-33  114.3   0.1   1.9   1   1   0   1   1   1   1 -
68577                -          input_alignment      -            1.2e-33  116.2   0.0   1.3e-33  116.1   0.0   1.0   1   0   0   1   1   1   1 -
82853                -          input_alignment      -            1.4e-33  115.9   0.0     2e-33  115.4   0.0   1.1   1   0   0   1   1   1   1 -
8504                 -          input_alignment      -            1.4e-33  115.9   0.0   1.7e-33  115.7   0.0   1.0   1   0   0   1   1   1   1 -
4686                 -          input_alignment      -            1.5e-33  115.8   0.2   1.7e-33  115.6   0.2   1.1   1   0   0   1   1   1   1 -
3101                 -          input_alignment      -            3.2e-33  114.7   0.0   5.7e-33  113.9   0.0   1.4   1   0   0   1   1   1   1 -
3997                 -          input_alignment      -            9.7e-33  113.1  16.9     1e-26   93.2   7.9   1.8   1   1   0   1   1   1   1 -
82214                -          input_alignment      -            1.1e-32  112.9   0.3   9.8e-32  109.8   0.3   2.0   1   1   0   1   1   1   1 -
10241                -          input_alignment      -            1.2e-32  112.8   5.8   3.1e-32  111.5   5.8   1.6   1   1   0   1   1   1   1 -
75689                -          input_alignment      -            1.2e-32  112.8   0.0   1.3e-32  112.7   0.0   1.0   1   0   0   1   1   1   1 -
73695                -          input_alignment      -            1.5e-32  112.5   3.9   1.7e-32  112.4   3.9   1.0   1   0   0   1   1   1   1 -
4431                 -          input_alignment      -            1.6e-32  112.4   3.8   5.8e-21   74.2   1.3   2.0   1   1   1   2   2   2   2 -
78171                -          input_alignment      -            2.4e-32  111.8   0.0   2.8e-32  111.6   0.0   1.0   1   0   0   1   1   1   1 -
74542                -          input_alignment      -            2.8e-32  111.6   6.8   3.1e-32  111.5   6.8   1.0   1   0   0   1   1   1   1 -
79351                -          input_alignment      -            2.9e-32  111.6  14.1   2.9e-32  111.5  11.7   2.0   1   1   0   2   2   1   1 -
15314                -          input_alignment      -            3.8e-32  111.2   0.6   6.2e-31  107.2   0.6   2.1   1   1   0   1   1   1   1 -
6764                 -          input_alignment      -            5.8e-32  110.6  13.8   1.4e-21   76.1   5.7   2.1   1   1   1   2   2   2   2 -
694                  -          input_alignment      -            7.8e-32  110.1   0.0   8.3e-32  110.0   0.0   1.0   1   0   0   1   1   1   1 -
83425                -          input_alignment      -            9.9e-32  109.8  14.9   9.1e-25   86.7   8.2   1.8   1   1   1   2   2   2   2 -
705                  -          input_alignment      -              1e-31  109.8   0.0   1.1e-31  109.6   0.0   1.0   1   0   0   1   1   1   1 -
8588                 -          input_alignment      -            1.1e-31  109.7   1.8   5.4e-29  100.7   0.5   1.9   1   1   1   2   2   2   2 -
74238                -          input_alignment      -            1.1e-31  109.6   0.0   1.3e-31  109.4   0.0   1.0   1   0   0   1   1   1   1 -
3078                 -          input_alignment      -            1.4e-31  109.3   0.0   1.6e-31  109.1   0.0   1.0   1   0   0   1   1   1   1 -
10318                -          input_alignment      -            2.1e-31  108.7   0.1   3.8e-31  107.9   0.0   1.5   2   1   0   2   2   1   1 -
78865                -          input_alignment      -            2.1e-31  108.7   0.0     4e-31  107.8   0.0   1.4   1   1   1   2   2   1   1 -
1168                 -          input_alignment      -            2.1e-31  108.7   0.7   2.4e-31  108.5   0.7   1.1   1   0   0   1   1   1   1 -
703                  -          input_alignment      -            2.4e-31  108.5   0.0   2.6e-31  108.4   0.0   1.0   1   0   0   1   1   1   1 -
75692                -          input_alignment      -            2.7e-31  108.3   5.2   2.7e-21   75.2   0.1   2.0   1   1   1   2   2   2   2 -
5097                 -          input_alignment      -            3.4e-31  108.0   0.6   2.3e-24   85.4   0.2   2.0   1   1   1   2   2   2   2 -
10231                -          input_alignment      -            3.5e-31  108.0   3.2   3.9e-31  107.8   3.2   1.0   1   0   0   1   1   1   1 -
